,Date,Unix,Ticker,DE Ration,Price,stock_p_change,SP500,sp500_p_change,Difference
0,2004-06-21 02:34:17,1087803257.0,ibm,0.84,90.06,0.0,1130.300049,1155.052241838774,-1155.052241838774
1,2008-02-06 14:47:41,1202330861.0,ibm,1.239,105.02,16.61114812347323,1326.449951,1372.851377970242,-1356.240229846769
2,2009-01-24 01:24:02,1232781842.0,ibm,2.52,89.49,-0.6329113924050715,840.23999,832.9780035531869,-833.610914945592
3,2006-09-03 04:07:42,1157274462.0,ibm,0.649,81.41,-9.604707972462808,1303.819946,1347.723679769043,-1357.3283877415058
4,2003-10-09 08:05:12,1065704712.0,ibm,0.897,92.66,2.8869642460581773,1038.72998,1053.3755052187432,-1050.488540972685
5,2005-02-27 08:07:22,1109513242.0,ibm,0.771,92.8,3.042416166999772,1200.199951,1232.66705640684,-1229.6246402398401
6,2004-10-10 03:40:11,1097397611.0,ibm,0.761,86.71,-3.719742393959592,1130.650024,1155.4408438818566,-1159.1605862758163
7,2005-08-30 12:23:47,1125422627.0,ibm,0.787,81.34,-9.682433932933598,1208.410034,1241.7832933599823,-1251.465727292916
8,2005-08-22 11:45:47,1124729147.0,ibm,0.787,82.76,-8.105707306240282,1221.72998,1256.5733733066845,-1264.6790806129247
9,2004-12-09 01:53:46,1102578826.0,ibm,0.739,96.65,7.31734399289363,1189.23999,1220.4974350433047,-1213.180091050411
10,2006-08-21 12:41:39,1156182099.0,ibm,0.649,79.9,-11.281367976904281,1297.52002,1340.728425494115,-1352.0097934710193
11,2005-08-26 08:14:56,1125062096.0,ibm,0.787,81.1,-9.948922940262056,1205.099976,1238.1079013990673,-1248.0568243393293
12,2005-09-01 12:47:02,1125596822.0,ibm,0.787,80.62,-10.48190095491894,1221.589966,1256.4179058405507,-1266.8998067954697
13,2007-10-14 02:23:33,1192346613.0,ibm,2.072,117.81,30.812791472351762,1554.410034,1625.9716122584944,-1595.1588207861425
14,2008-11-02 01:41:53,1225608113.0,ibm,1.211,92.97,3.2311792138574247,954.090027,959.3937674883412,-956.1625882744837
15,2005-04-03 17:00:31,1112565631.0,ibm,0.771,90.44,0.42194092827003715,1180.589966,1210.892700421941,-1210.470759493671
16,2003-12-15 02:04:11,1071475451.0,ibm,0.843,92.71,2.9424827892516006,1068.040039,1085.9205407506106,-1082.978057961359
17,2006-09-03 03:52:11,1157273531.0,ibm,0.649,81.41,-9.604707972462808,1303.819946,1347.723679769043,-1357.3283877415058
18,2004-12-10 14:12:52,1102709572.0,ibm,0.739,97.51,8.272262935820567,1188.0,1219.120586275816,-1210.8483233399954
19,2005-07-08 08:33:52,1120829632.0,ibm,0.782,77.38,-14.079502553852993,1211.859985,1245.6140184321564,-1259.6935209860094
20,2005-11-01 03:12:25,1130836345.0,ibm,0.709,81.88,-9.0828336664446,1202.76001,1235.5096713302244,-1244.592504996669
21,2004-08-10 07:33:46,1092141226.0,ibm,0.761,83.55,-7.228514323784149,1079.040039,1098.1346202531645,-1105.3631345769486
22,2005-07-06 08:01:44,1120654904.0,ibm,0.782,74.79,-16.95536309127248,1194.939941,1226.826494559183,-1243.7818576504553
23,2008-01-23 15:55:10,1201125310.0,ibm,1.239,99.44,10.415278703086827,1338.599976,1386.3424117255163,-1375.9271330224294
24,2006-08-22 19:33:13,1156293193.0,ibm,0.649,79.01,-12.269598045747276,1298.819946,1342.1718254497002,-1354.4414234954475
25,2005-08-22 04:07:47,1124701667.0,ibm,0.787,82.76,-8.105707306240282,1221.72998,1256.5733733066845,-1264.6790806129247
26,2006-08-12 13:28:03,1155407283.0,ibm,0.649,75.48,-16.189207195203196,1265.949951,1305.673940706196,-1321.863147901399
27,2006-08-12 10:14:49,1155395689.0,ibm,0.684,75.48,-16.189207195203196,1265.949951,1305.673940706196,-1321.863147901399
